ku_id,ku_name,ku_description,exam_frequency,r1_chunk_id,r1_score,r1_page,r1_excerpt,r2_chunk_id,r2_score,r2_page,r2_excerpt,r3_chunk_id,r3_score,r3_page,r3_excerpt,correct_rank
RENJIAO-G6-MATH-S-ku-分数乘整数的意义,分数乘整数的意义,分数乘整数表示求几个相同分数的和，与整数乘法意义相同。,mid,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00020,0.6534,21,16 一个数乘分数可以表示什么意思？怎样计算分数乘法？ 广州年平均日照时间约为 1608 小时，北京年平均日照时间比广州多    。 北京年平均日照时间大约为多少小时？ 2 1 3 整理和复习 一个整数和分数相乘，有时表 示几个相同的分数相加，有时 表示这个整数的几分之几。 分数乘分数，用分子乘分子,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00006,0.6529,7,2 ？个 1 分数乘法 小雅、爸爸、妈妈一起吃蛋糕，每人吃     个， 3 人一共吃多少个？ 9 2 1 能先约分的可以 先约分，再计算。 做一做 分数与整数相乘，是怎样计算的？ （个） = = + + 9 2 9 2 9 2 9 6 3 2 3 个     相加，用乘法表示就是 × 3 或 3 ,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00007,0.5788,8,3 在这里，一个数乘几分之几表示的 是求这个数的几分之几是多少。 （1）种土豆的面积是多少公顷？ 2 1 5 1 想：这是求 公顷的 是多少。求一个数的几分之几是多少，用乘法计算。 做一做 1 桶水的体积是 12 L 。 2 想：	求的是 3 个 12 L ，也就是 12 L 的（　）倍是多少。 1,
RENJIAO-G4-MATH-X-ku-小数的读法,小数的读法,读小数时，整数部分按整数读法，小数点读作“点”，小数部分依次读出每个数字。,mid,45c291b4-09a9-4b14-862b-d19401f1d651_00038,0.6536,39,说出其他各数位表示什么，是什么数位。 2 . 83 是由（ ）个一、（ ）个十分之一和（ ）个百分之一组成的。 小数的数位顺序表 1 8 . . . 1 5 2 8 6 3 3 7 整数部分 小数部分 小数点 整数部分 小数点 小数部分 数 位 …… 万 位 千 位 百 位 十 位 个 位 · 十 ,45c291b4-09a9-4b14-862b-d19401f1d651_00039,0.6528,40,读出这枚古钱币的有关数据。 读出下面各数。 6 . 5 0 . 04 6 . 72 0 . 058 340 . 09 做一做 写出下面各数。 三百点七一 五点零六 零点零八九 做一做 3 写出下面各数。 4 读小数时，小数部分要 依次读出每个数字。 写小数时，小数部分要 依次写出每个数字。 高： 0,45c291b4-09a9-4b14-862b-d19401f1d651_00036,0.6464,37,0 10 20 30 40 50 60 70 80 90 1 m 在进行测量和计算时，往往不能正好得到整数的结果，这 时常用小数来表示。例如，用米尺量桌面的长度，先量得 1 m ， 余下的部分不够 1 m ，可以用小数来表示。 把 1 m 平均分成 100 份。 0 2 3 4 5 6 7 8 9 ,
RENJIAO-G8-MATH-X-ku-活动评价,活动评价,基于研究报告，通过任务完成表、表现评分表、自我反思表等，开展自我、同学和教师评价。,mid,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00247,0.6538,154,综合与实践 音乐与数学 ำүក͉ 通过成果展示与交流 ， 基于各组完成的研究报告 ， 根据情况选择任务完成 表 、 作品评分表 、 表现评分表 、 自我反思表等进行评价 ． 与老师 （ 包括音乐老 师 ） 和全班同学一起 ， 通过质疑 、 辩论 、 评价 ， 总结成果 ， 分享体会 ， 分析不 足 ,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00246,0.6323,153,展示本组的研究成果 ， 分享实践过程中的活动经验 、 遇到的困难及其解决方法 ， 反思活动中的不足 ． 注意 ： 展示交流活动要邀请音乐老师参加点评 ． ６４１ 仅供个人学习使用，未经授权不得另做他用,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00245,0.6265,153,向全班同学展示本组的研究成果 ， 分享实践过程中的活动经验 、 遇到的困难及其解决方法 ， 反思活动中的不足 ． 注意 ： 展示交流活动要邀请音乐老师参加点评 ． ６４１ 仅供个人学习使用，未经授权不得另做他用,
RENJIAO-G3-MATH-S-ku-1减去一个分数,1减去一个分数,1可以看作分子分母相同的分数（如4/4），减去一个分数时，分母不变，分子相减。如1-3/4=1/4。,mid,eaf84265-c361-405e-ac16-20400d0c7001_00085,0.654,86,2. 分数的简单计算 2. 分数的简单计算 一个西瓜，弟弟吃了它的 8 1 ，哥哥吃了它的 8 2 。 （ 1 ）两人一共吃了这个西瓜的几分之几？ 8 2 8 1 − = 想： 1 个 8 1 加 2 个 8 1 是 3 个 8 1 ，就是 8 3 。 想： 2 个 8 1 减去 1 个 8 1 是,eaf84265-c361-405e-ac16-20400d0c7001_00094,0.649,95,回顾本单元学习过程，你有什么收获？把你对分数的认识整理 一下吧。 这一单元我们认识了分数，它与以前学习的整数有什么联系和 区别？在学习中用到了什么新的方法？你还想研究什么问题？ 整理和复习 整理和复习 = 3 个 4 1 是 4 3 。 + 4 1 如果平均分成 100 份， 每份是 100 1 吗,eaf84265-c361-405e-ac16-20400d0c7001_00079,0.6333,80,1 2 分子 分数线 分母 …… …… …… 读作：二分之一 试一试：用你自己的方法表示 3 1 、 5 1 …… 像 2 1 、 3 1 、 4 1 、 5 1 …… 这样的数，都是分数。 下面各图中的涂色部分是整个图形的几分之几？请你用分数表 示出来。 （ ） （ ） 盒 喝了一杯果汁的 （ ）,
RENJIAO-G9-MATH-S-ku-圆心角定义,圆心角定义,顶点在圆心的角叫做圆心角。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00122,0.6542,90,"!""#$%&' 犗犇 ＝ 犗犆 － 犆犇 ＝ 犚 －７．２３ ． 在 Ｒｔ △ 犗犃犇 中 ， 由勾股定理 ， 得 犗犃 ２ ＝ 犃犇 ２ ＋ 犗犇 ２ ， 即 犚 ２ ＝１８．５ ２ ＋ （ 犚 －７．２３ ） ２ ． 解得 犚 ≈ ２７．３ ． 因此 ， 赵州桥的主桥拱半径约为 ２７．３ｍ ． ",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00127,0.6336,93,"!""#$%&' 利用一些计算机软 件 ， 可以很方便地度量圆 周角 、 圆心角 ， 有条件的 同学可以试一下 ． 可以发现 ， 同弧所对的圆周角的度数等于这 条弧所对的圆心角的度数的一半 ． 如图 ２４．１  １２ ， 为了证明上面发现的结论 ， 在 ⊙ 犗 任取一个圆周角 ∠ 犅犃犆 ， 沿 犃",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00126,0.6269,92,"!""#$%&' １． 如图 ， 犃犅 ， 犆犇 是 ⊙ 犗 的两条弦 ． （ １ ） 如果 犃犅 ＝ 犆犇 ， 那么 ， ． （ ２ ） 如果 犃犅 ︵ ＝ 犆犇 ︵ ， 那么 ， ． （ ３ ） 如果 ∠ 犃犗犅 ＝ ∠ 犆犗犇 ， 那么 ， ． （ ４ ） 如果 犃犅 ＝ 犆犇 ， 犗犈 ⊥ 犃",
RENJIAO-G7-MATH-X-ku-无限不循环小数,无限不循环小数,小数位数无限且小数部分不循环的小数称为无限不循环小数。,mid,319a239f-6099-418a-a4e4-99b3f84aa589_00084,0.6542,59,第八章 实数 ８．３ 实数及其简单运算 在前面的学习中 ， 我们通过引入一类新的数 ——— 负数 ， 使数的范围扩充到有理数 ． 本章我们认识了像 槡 ２ ， ３ 槡 ３ 这样的 无限不循环小数 ， 它们是有理数吗？如果不是 ， 我们将再次 扩充数的范围 ． ᣏ/ 把下列有理数写成小数的形式 ， 你,319a239f-6099-418a-a4e4-99b3f84aa589_00069,0.623,50,第八章 实数 形拼在一起 ， 就得到一个面积为 ２ｄｍ ２ 的大正方形 ． 设大正方形的边长为 狓 ｄｍ ， 则 狓 ２ ＝２ ． 小正方形的对角线 的长是多少呢 ？ 由边长的实际意义可知 狓 ＝ 槡 ２ ， 所以大正方形的边长是 槡 ２ｄｍ ． ᣏ/ 槡 ２ 有多大呢 ？ 因为 １ ２ ＝１ ， ,319a239f-6099-418a-a4e4-99b3f84aa589_00085,0.5648,60,第八章 实数 ## 我国古人对无理数已经有了很多认识 ． 《 九章算术 》 中用 “ 面 ” 来表示开 平方开不尽所得的新数 ． 刘徽在其著作 《 九章算术注 》 中 ， 不仅记录了包含无 理数运算的问题 ， 而且给出了用有限小数无限逼近无理数的算法 “ 求微数法 ” ． 有理数和无理数统称 实数 ,
RENJIAO-G2-MATH-S-ku-乘法算式各部分名称,乘法算式各部分名称,乘法算式中，乘号前后的数叫乘数，结果叫积。,mid,8e39130d-c881-4f18-8751-0957badd1c3d_00016,0.6543,17,像上页求几个相同加数和的加法算式，还可以用乘法算 式表示。 20 个 2 相加写成乘法算式： 说一说各部分分别表示什么。 求 5 个 3 的和可以写成： 加法算式： 3 + 3 + 3 + 3 + 3 = 15 乘法算式： 3 × 5 = 15 读作： 3 乘 5 等于 15 。 乘 数 … 乘 号,8e39130d-c881-4f18-8751-0957badd1c3d_00019,0.6303,20,你知道吗？ 乘号“ × ”，是数学家在 17 世纪开始使用的。 你还能写出其他算式吗？ 20 = 5 × = = 4 × = 填空并在横线上写出加法算式。 5 一共有多少个△？你能用乘法算式表示吗？ 6 你能用加法算一算吗？ 7 △△△ △△△△△ △△△△△ △△ 8 × 5 = 5 × 6 + ,8e39130d-c881-4f18-8751-0957badd1c3d_00025,0.589,26,= × 3 × 3 + 2 = 11 4 × 5 + 4 = = × 3 × 4 − 1 = 11 乘加、乘减 人数相同的有 3 组…… 如果 4 组全坐满…… 在这样的算式中，要先算乘法。 一共坐了多少人？ 3 看图填一填。 2 做一做 看图填写合适的数和运算符号。 1 21,
RENJIAO-G1-MATH-S-ku-加减混合,加减混合,掌握加减混合运算的运算顺序和计算方法。,mid,f7b6b91a-d283-420b-bbe2-975a2446bea8_00064,0.6547,65,4 + 3 - 2 = 5 7 4 - 2 + 3 = 6 = 做一做 加减混合 3 6 ～ 10 的认识和加、减法 60,f7b6b91a-d283-420b-bbe2-975a2446bea8_00065,0.6192,66,8 - 3 = 8 - 3 - 2 = 5 - 2 = 5 + 4 = 2 + 3 + 4 = 2 + 3 = 4 + 2 = 4 + 2 - 4 = 6 - 4 = 1 6 + + = 9 - - = 0 3 4 2 练一练 8 - 6 +2 +5 - 3 5+3 - 2 +4 - 5 +3 - ,f7b6b91a-d283-420b-bbe2-975a2446bea8_00067,0.5766,68,整理和复习 整理和复习 你还学到了哪些知识？画一画、写一写吧！ 下面是同学们整理的一些“知识图”。 展示你的“知识图”，大家一起交流吧！ ？朵 0 4 8 2 10 1 3 6 9 5 7 比大小 3+4+3=10 9 - 5+4= 8 9+1=10 10 - 9= 1 10 - 1= 9 加、 减,
RENJIAO-G4-MATH-S-ku-条形统计图的绘制与读取,条形统计图的绘制与读取,用直条长度表示数据多少，每格代表一定数量，能直观比较数据。,mid,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00102,0.6549,103,ᣔᢼ ᭧ӊᢼܸ ࠇᢼ ӵᢼ ఻үᢼዝی ᣚ஝ 55 50 45 40 35 30 25 20 15 10 5 0 这是几个同学在一个路口统计了 20 分钟后，得到的几种机 动车通过的辆数统计表。 机动车类型 轿车 面包车 大客车 卡车 辆数 50 30 25 10 机动车类型 轿车 面包车 大客车 ,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00106,0.6487,107,102 үྭ ෲᯱܸ ៶᫂ ᮙ᳘ ࿑ 0 10 20 30 40 50 60 70 80 ک࠯֑ ࣲ үྭࣱ ک࠯֑ ࣲ ෲᯱܸ ៶᫂ ᮙ᳘ ࿑ 0 10 15 5 20 25 30 35 40 45 50 55 60 65 70 75 把上面的数据用下面的条形统计图表示出来。 下面是几种动物的平均,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00107,0.6146,108,103 本单元结束了， 你有什么收获？ 下面是一个报刊亭一个月卖出的杂志数量统计表。 下面是 2022 年北京冬奥会奖牌榜前四个国家的奖牌情况。 选择一类奖牌，把这四个国家的奖牌情况在下图中表示出来。 每格代表（   ）枚。其他同学表示的是什么奖牌的数量？每格 代表几枚？ （1）用条形统计图表示上面,
RENJIAO-G11-MATH-A-SBX2-ku-等比数列与等差数列的复合应用-实际问题,等比数列与等差数列的复合应用（实际问题）,实际问题中，产量、增长率等可构成等比数列，不合格率等可构成等差数列，需综合计算。,mid,92c41f2a-24d4-46f6-be5c-f25092d93ef7_00088,0.6549,38,第四章 数列 例 ６ 某工厂去年 １２ 月试产 １０５０ 个高新电子产品 ， 产品合格率为 ９０％． 从今年 １ 月 开始 ， 工厂在接下来的两年中将生产这款产品 ．１ 月按去年 １２ 月的产量和产品合格率生 产 ， 以后每月的产量都在前一个月的基础上提高 ５％ ， 产品合格率比前一个月增加 ０．４,92c41f2a-24d4-46f6-be5c-f25092d93ef7_00083,0.6359,36,＋１ 是否构成等比数列？为什么？ 当 狀 ＞ 犽 ＞ ０ 时 ， 犪 狀 － 犽 ， 犪 狀 ， 犪 狀 ＋ 犽 是否构成等比数列？ 例 ４ 用 １００００ 元购买某个理财产品一年 ． （ １ ） 若以月利率 ０．４００％ 的复利计息 ， １２ 个月能获得多少利息 （ 精确到 ０．０１ 元 ） ？ ,92c41f2a-24d4-46f6-be5c-f25092d93ef7_00085,0.6325,37,第四章 数列 因此 ， 以季度复利计息 ， 存 ４ 个季度后的利息为 ［ １０ ４ （ １＋ 狉 ） ４ －１０ ４ ］ 元 ． 解不等式 １０ ４ （ １＋ 狉 ） ４ －１０ ４ ≥ ４９０．７０ ， 得 狉 ≥ １．２０５％ ． 所以 ， 当季度利率不小于 １．２０５％ 时 ， 按季结算的利息,
RENJIAO-G1-MATH-X-ku-比多比少综合问题,比多比少综合问题,已知两个量的差和其中一个量，求另一个量及总和。,mid,556d2ae0-de02-497c-95bc-14332325adf5_00073,0.655,74,通过前面的学习，同学们已经会用加、减法解决一些简 单的实际问题了。说一说：你会用加法解决哪些实际问题？ 这些问题有什么共同点？ 你会用减法解决哪些实际问题？这些问题有什么共同 点？互相交流一下。 还有很多实际问题中也有这样的加减关系。 5 + 1 = 6 （盒） 原来有 5 盒，又拿来 1 盒，现在,556d2ae0-de02-497c-95bc-14332325adf5_00079,0.6183,80,回顾一下，本单元你学到了哪些知识？有哪些新的收获？ 你掌握了哪些数量关系？画一画，说一说。 你还能根据上面的数量关系提出哪些不同的数学问题？ 互相说一说。 一班比二班多得了几面？ 12 - 9=3（面） 浩浩 佳佳 （ 1 ）佳佳和浩浩一共擦了多少张课桌？ （ 2 ）浩浩比佳佳多擦了多少张课桌？ 我,556d2ae0-de02-497c-95bc-14332325adf5_00076,0.6076,77,四班 一班 ？面 12 面 少 4 面 已知条件是…… 要解决的问题是…… 回顾反思 阅读理解 四班得了 8 面小红旗。 为什么用减法解决呢？ 从一班的 12 面小红旗中去 掉 4 面，就是和四班同样 多的部分，所以用减法。 分析解答 12 − 8 = 4 （面），四班确实比一班少得了 4 面，解答,
RENJIAO-G8-MATH-X-ku-乐器结构中的数学知识,乐器结构中的数学知识,乐器制作（如笛子开孔、三角钢琴轮廓）蕴含数学原理，如音律、比例等。,mid,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00244,0.655,153,综合与实践 音乐与数学 （ ３ ） 用线段表示音符对应的时长 ． 任务 ３ 通过上述步骤 ， 可以在平面直角坐标系中作出一条刻画音乐旋律 的曲线 ． 和你的同伴交流以下问题 ： （ １ ） 看看画出的曲线是否一致？如果不一致 ， 分析其中的原因 ． （ ２ ） 任务 ２ 中在平面直角坐标系中刻画的音,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00239,0.6137,150,综合与实践 音乐与数学 综合与实践 音乐与数学 琵琶行 ［ 清 ］ 改琦作 我们常说 ， 丝竹之声 ， 天籁之音 ， 是指音乐 能给人听觉上的享受 ． 唐代诗人白居易在千古名 篇 《 琵琶行 》 中 ， 对琵琶女弹奏琵琶有过精彩的 描述 ： 大弦嘈嘈如急雨 ， 小弦切切如私语 ． 嘈嘈切切错杂弹 ，,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00243,0.5513,152,综合与实践 音乐与数学 将数学与音乐完美结合的杰出律学家 ． 试列式计算十二平均律中相邻两个音的 频率之比的值 ． ำү̄ 从函数角度分析乐谱 音乐律制建立之后 ， 人们发明了多种记录乐谱的方式 ， 目前最常用的方法 是简谱和五线谱两种 ． 简谱中音符 、 节拍的记法都采用了数学元素 ； 而五线谱则,
RENJIAO-G8-MATH-X-ku-组建合作团队,组建合作团队,班级中组成5-8人研究小组，每位同学参加一个小组，确定一名负责人。,mid,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00351,0.6551,203,综合与实践 学生体质健康调查与分析 确定 ． （ １ ） 男生 １０００ 米跑成绩的调查 ； （ ２ ） 女生的 ＢＭＩ 与其仰卧起坐成绩的关系 ； （ ３ ） 制订你所在班级学生坐位体前屈成绩的评价标准 ． ำү᣿ሮ １ 组建合作团队 本次综合与实践活动需要团队协作 ． 在班级中组成 ５ ～ ８,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00245,0.6,153,向全班同学展示本组的研究成果 ， 分享实践过程中的活动经验 、 遇到的困难及其解决方法 ， 反思活动中的不足 ． 注意 ： 展示交流活动要邀请音乐老师参加点评 ． ６４１ 仅供个人学习使用，未经授权不得另做他用,1fb8c045-5856-4ca2-92f1-2ce3c0f2d8f0_00349,0.5758,202,理 、 描述 、 分析 数据的过程 ， 得出研究结论 ． ำүپ 开展其他活动 （ 选做 ） 在完成上述活动的基础上 ， 你还可以继续利用体质健康测试的数据进行其 他研究 ． 研究问题可以从下列三个方面选择 ， 也可以根据自身兴趣 ， 小组协商 ５９１ 仅供个人学习使用，未经授权不得另做他用,
